"sample","gender","birthyear","Q3","Q4","Q5","Q5_o1","Q5b_1","Q5b_2","Q5b_3","Q5b_4","Q5b_5","Q5b_o1","Q5b_o2","Q5b_o3","Q5b_o4","Q5c","Q6","Q7","Q8","Q9","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q11","Q13a","Q13b","Q13c","Q14_1","Q15_1","rand_q16","Q16","Q17","Q18","rand_q19","Q19a","Q19b","Q20","Q21_01","Q21_02","Q21_03","Q21_04","Q21_05","Q21_06","Q21_07","Q21_08","Q21_09","Q21_10","Q21_11","Q21_12","Q21_13","Q21_14","Q21_15","Q21_16","Q22","Q23_A","Q23_B","Q23_C","Q23_D","Q23_F","Q23_I","Q23_M","Q23_O","Q23_V","Q23_Æ","Q23_Ø","Q23_Å","Q24_1","Q24_2","Q25_A","Q25_B","Q25_C","Q25_D","Q25_F","Q25_I","Q25_M","Q25_O","Q25_V","Q25_Æ","Q25_Ø","Q25_Å","Q26_A","Q26_V","Q26_C","Q26_M","Q27","Q28","Q29","Q30","Q31","Q32","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q36_1","Q36_2","Q36_3","Q36_4","Q36_5","Q36_6","Q36_7","Q37","Q38","Q39","Q40","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q42","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q44_1","Q44_2","Q45","Q46","Q47_1","Q47_2","Q47_3","Q47_4","Q47_5","Q47_6","Q47_7","Q47_8","Q47_9","Q47_10","Q47_11","Q48_1","Q49_1","Q49_2","Q49_3","Q49_4","Q49_5","Q49_6","Q49_7","Q49_8","Q49_9","Q49_10","Q49_11","Q49_12","Q49_13","Q49_14","Q49_15","Q49_16","Q49_17","Q49_18","Q50","Q51_1","Q51_2","Q51_3","Q51_4","Q51_5","Q51_6","Q51_7","Q51_8","Q51_9","Q51_10","Q51_11","Q51_12","Q51_13","Q51_14","Q51_15","Q51_16","Q51_17","Q51_18","Q52_1","Q52_2","Q52_3","Q52_4","Q52_5","Q52_6","Q52_7","Q52_8","Q52_9","Q52_10","Q52_11","Q52_12","Q53","Q54","Q55","Q55a_1","Q55a_2","Q55a_3","Q56","Q57","Q58","Q59","Q60_1","Q60_2","Q60_3","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q62_1","Q62_2","Q62_3","Q62_4","Q62_5","Q62_6","Q62_7","rand_q63","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q63_6","Q63_7","Q63_8","Q63_9","Q63_10","Q63_11","Q63_12","Q63_13","Q63_14","Q63_15","Q63_16","Q63_17","Q63_18","Q63_19","Q64_0","Q64_A","Q64_B","Q64_C","Q64_D","Q64_F","Q64_I","Q64_M","Q64_O","Q64_V","Q64_Æ","Q64_Ø","Q64_Å","rand_q65","Q65_0","Q65_A","Q65_B","Q65_C","Q65_D","Q65_F","Q65_I","Q65_M","Q65_O","Q65_V","Q65_Æ","Q65_Ø","Q65_Å","rand_q66","Q66_0","Q66_A","Q66_B","Q66_C","Q66_D","Q66_F","Q66_I","Q66_M","Q66_O","Q66_V","Q66_Æ","Q66_Ø","Q66_Å","rand_q67","Q67_0","Q67_A","Q67_B","Q67_C","Q67_D","Q67_F","Q67_I","Q67_M","Q67_O","Q67_V","Q67_Æ","Q67_Ø","Q67_Å","rand_q68","Q68_0","Q68_A","Q68_B","Q68_C","Q68_D","Q68_F","Q68_I","Q68_M","Q68_O","Q68_V","Q68_Æ","Q68_Ø","Q68_Å","rand_q69","Q69_0","Q69_A","Q69_B","Q69_C","Q69_D","Q69_F","Q69_I","Q69_M","Q69_O","Q69_V","Q69_Æ","Q69_Ø","Q69_Å","rand_q70","Q70_0","Q70_A","Q70_B","Q70_C","Q70_D","Q70_F","Q70_I","Q70_M","Q70_O","Q70_V","Q70_Æ","Q70_Ø","Q70_Å","Q71_01","Q71_02","Q71_03","Q71_04","Q71_05","Q71_06","Q71_07","Q71_08","Q71_09","Q71_10","Q71_11","Q71_12","Q71_13","rand_q72","Q72_1","Q72_2","Q72_3","Q72_4","Q72_5","Q72_6","Q72_7","Q72_8","Q72_9","Q72_10","Q73_01","Q73_02","Q73_03","Q73_04","Q73_05","Q73_06","Q73_07","Q73_08","Q73_09","Q73_10","Q73_11","Q73_12","Q73_13","Q73_14","Q73_15","Q74","Q74_o1","Q75","Q76","Q77","Q77_o1","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85_1","Q85_2","Q85_3","Q85_4","Q85_5","Q85_6","Q85_7","Q85_8","Q85_9","Q85_10","Q86","Q87","Q88","Q89","Q90","Q91","Q92","Q93","Q94","Q95","Q96","Q97","Q98","Q99","Q100","Q101","Q102","Q103","Q104","Q105","starttidspunkt","sluttidspunkt","cawi_papi","startdato","slutdato","lenght","region","kommunekode","kommunenavn","alder_på_valgdag","kon","udd","alderkat","parti22","q98_simpel","q102_simpel","samlet_simpel","q98_udvidet","q102_udvidet","samlet_udvidet","q98_socio","q102_socio","samlet_socio","Q6_problem","Q7_problem","Q8_problem","Q9_problem","weight_1","weight_2","weight_3","weight_4","weight_5","Løbenummer"
1,2,1993,3,4,2,,,,,,,,,,,1,1,2,,,0,0,0,0,0,1,3,1,1,2,4,0,0,,29,3,2,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,22,3,1,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,7,8,7,1,4,1,3,1,1,2,,,,,,,,,,,2,5,1,10,2,,,1,1,1,1,3,,,,,22,"13:54:05","14:03:27","CAWI","2023-01-13","2023-01-13",9.36666666666667,1,101,"København",29,2,6,1,29,2,,2,2,,2,131,,131,640,3,9,9,0.923168286931296,1.06008013556985,0.837480485582404,0.670769334876023,0.892438561025293,2603
1,1,1994,4,2,2,,,,,,,,,,,2,1,1,3,,1,0,0,0,0,0,2,1,1,2,7,0,1,1,1,3,1,2,,2,,,,,,,,,,,,,,,,,1,10,5,10,0,9,9,7,0,6,0,6,6,10,9,10,8,8,8,1,6,7,6,9,2,2,5,2,2,2,2,2,,,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,6,7,6,4,9,6,4,9,4,5,8,3,7,7,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,9,3,3,2,4,,4,4,4,4,2,5,5,5,5,2,2,3,3,2,2,2,3,2,4,4,4,2,3,3,1,5,5,3,1,1,1,4,4,4,1,5,2,4,2,4,1,4,3,4,3,2,2,1,2,3,2,2,1,2,2,1,1,4,3,2,5,2,2,2,2,4,4,3,3,0,,,,,,,,,,,,,,,,,,,,9,9,8,5,9,9,6,4,6,2,3,7,7,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,1,2,1,2,2,2,2,2,2,2,5,4,1,5,5,5,5,3,4,4,4,4,4,4,4,2,1,5,4,5,4,3,1,5,4,4,4,3,4,4,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,5,2,4,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,1,5,11,15,2,1,4,1,1,1,1,1,1,2,1,1,1,1,4,1,2,1,,5,1,10,1,6,,2,1,1,7,2,,,,,1,"11:13:45","08:51:47","CAWI","2022-11-02","2022-11-21",,1,101,"København",28,1,6,1,1,2,,2,2,,2,131,,131,250,530,3,9,1.05955070674638,1.25650067396567,0.887616550024883,0.670769334876023,1.0302575976287,84
1,1,1994,4,2,2,,,,,,,,,,,1,1,1,1,1,0,1,0,0,0,0,3,1,1,1,3,0,0,,2,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,6,7,5,2,4,5,,2,6,,3,6,,,5,4,4,2,4,5,5,2,2,,,5,4,5,4,4,2,,,2,3,1,,,,,,,,,,,,,,,,15,27,1,,6,1,,7,7,7,7,7,7,7,6,6,8,5,5,5,9,2,3,1,2,5,4,3,,,3,2,,,3,,2,,,,2,,4,4,4,5,5,1,2,4,3,6,4,4,3,4,,,3,2,,,4,3,2,3,3,3,3,,2,1,1,2,3,5,5,3,3,2,3,,,,3,5,2,3,,3,3,2,2,4,1,2,3,3,3,3,4,3,3,,,3,2,2,2,,4,3,3,3,4,3,3,,3,2,3,3,5,4,3,3,0,,,,,,,,,,,,,,,,,,,,5,5,4,7,9,3,7,5,8,5,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,0,0,0,0,1,,,3,,3,1,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,175,,22,1,7,8,13,5,1,4,3,1,2,2,2,2,1,1,2,2,2,3,1,2,2,,8,1,10,1,19,1,,1,1,2,2,,,,,2,"10:04:52","10:43:50","CAWI","2023-01-20","2023-01-20",38.9666666666667,1,101,"København",28,1,6,1,2,2,,2,3,,3,132,,132,845,691,200,614,0.840901750556366,1.25650067396567,0.887616550024883,0.670769334876023,0.768312468783544,824
1,1,1994,4,3,2,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,2,1,1,3,1,1,2,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,4,5,10,7,0,8,6,3,6,3,0,0,0,7,0,4,10,7,4,9,5,7,6,4,0,1,4,4,2,4,1,3,1,,2,1,4,9,3,9,3,30,3,3,30,13,3,,,3,30,15,27,3,28,9,1,2,5,4,10,3,6,6,8,6,4,8,4,5,4,7,1,2,1,2,3,3,4,4,2,1,5,4,4,4,,4,4,1,1,4,4,4,3,2,2,2,1,1,4,4,8,2,2,5,2,2,4,5,4,2,4,4,2,2,1,3,2,2,3,1,4,4,3,4,5,5,3,3,4,3,2,2,,3,3,2,3,2,2,4,5,4,2,1,1,2,4,4,4,2,3,2,2,1,4,1,4,2,1,2,2,4,4,4,1,4,2,2,4,2,2,5,4,2,2,0,,,,,,,,,,,,,,,,,,,,8,4,5,8,9,2,9,5,,6,7,0,0,1,2,4,5,2,1,5,3,3,1,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,4,5,1,1,5,3,,1,2,1,5,5,0,,,,,,,,,,,,,,1,3,,1,3,4,2,3,,5,3,5,1,,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,3,4,3,2,1,4,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,12,9,13,5,1,4,2,3,3,3,3,2,3,3,5,3,3,2,1,2,2,,5,1,10,1,16,,1,1,1,1,2,,,,,3,"20:24:18","21:43:18","CAWI","2023-01-14","2023-01-14",79,1,101,"København",28,1,6,1,3,2,,2,3,,3,132,,132,210,432,640,650,0.99827935731701,1.25650067396567,0.887616550024883,0.670769334876023,0.920798247715211,967
1,1,1994,4,2,2,,,,,,,,,,,1,1,1,1,3,1,1,1,0,0,0,1,1,2,2,7,7,0,,13,3,2,,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,8,4,0,2,7,9,0,7,0,0,2,4,7,5,2,3,0,2,8,7,0,6,0,0,0,3,2,3,3,2,,,31,3,1,2,13,13,22,13,9,22,22,2,13,13,13,2,2,13,15,27,13,2,9,1,13,10,10,10,10,10,10,10,8,9,10,3,10,8,9,1,1,1,2,5,5,,4,2,2,1,4,4,3,4,3,4,1,2,5,3,4,2,4,5,2,5,4,4,5,10,4,5,4,1,2,,5,4,3,1,5,1,1,2,3,2,4,5,1,1,2,4,5,5,5,4,4,1,3,5,5,5,5,5,,5,5,2,4,5,5,4,1,1,3,5,5,5,1,3,1,2,5,1,2,2,1,1,1,2,2,1,5,4,2,4,5,2,1,4,5,5,1,2,0,,,,,,,,,,,,,,,,,,,,7,4,5,8,9,2,8,5,7,8,9,0,2,1,3,2,4,2,1,4,2,3,1,2,1,4,4,1,4,4,4,1,1,4,2,3,4,2,2,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,2,2,5,5,1,5,3,2,5,5,1,1,1,2,4,2,3,3,2,2,3,5,3,5,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,,2,5,5,5,1,5,5,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,2,7,12,5,1,4,1,1,1,1,1,1,2,1,1,1,1,3,1,2,3,,8,1,10,1,16,,1,1,1,1,3,,,,,13,"18:03:28","18:48:01","CAWI","2022-11-02","2022-11-02",44.55,1,101,"København",28,1,6,1,13,3,,3,4,,4,132,,132,650,845,250,3,0.963556338475379,1.25650067396567,0.887616550024883,0.670769334876023,0.950831173929923,1541
1,1,1994,3,4,2,,,,,,,,,,,1,2,,,,1,1,1,0,0,0,3,1,2,2,0,0,1,1,13,3,1,2,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,,,,,,8,9,,,,,0,4,6,7,,2,,,7,4,,4,2,,,4,,,,2,,,31,3,1,,,,,,,,30,,13,,,,,,1,,9,,,,,10,10,10,10,10,10,10,3,11,6,1,1,11,11,3,4,4,4,1,2,3,2,2,2,1,,4,,,1,,1,1,5,,5,3,2,,,,1,,,,3,3,5,,,,3,,2,,3,,,1,3,,,,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,2,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,9,9,5,1,4,1,1,1,1,,1,5,,,,,1,,,,,5,1,7,2,,,1,,,,,,,,,13,"08:29:59","08:51:19","CAWI","2023-01-29","2023-01-29",21.3333333333333,1,101,"København",28,1,4,1,13,,,,,,,,,,3,9,9,9,1.2876761815774,1.25650067396567,1.25837346359814,0.875487315503856,0.950831173929923,1557
1,1,1994,4,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,1,1,2,2,4,7,0,,13,3,2,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,8,2,4,5,9,2,5,2,3,2,6,7,6,2,8,2,4,7,10,2,6,2,2,2,5,2,2,1,2,,,31,2,1,,,,,,,,,,,,,,,,15,27,3,29,6,1,28,8,8,5,2,4,6,4,4,4,8,7,6,7,9,1,2,1,2,2,2,5,1,5,3,2,2,3,4,3,1,2,2,2,2,1,5,4,3,4,4,2,1,5,5,6,4,3,5,1,1,5,3,1,3,1,5,2,1,1,2,2,2,2,1,1,1,2,5,5,5,2,,1,2,3,2,3,1,2,1,5,5,3,2,5,5,1,2,1,4,5,5,5,4,2,4,2,1,3,1,1,1,1,2,2,3,1,5,1,2,1,3,5,5,1,5,5,1,2,1,2,3,3,1,2,2,2,2,2,1,1,2,2,1,1,3,2,3,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,,5,5,5,1,3,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,13,3,6,3,1,4,1,2,1,2,1,2,1,2,3,5,1,3,1,2,3,,8,3,,1,16,,1,2,1,1,2,,,,,13,"12:30:34","13:27:24","CAWI","2022-11-05","2022-11-05",56.8333333333333,1,101,"København",28,1,2,1,13,7,,7,10,,10,31,,31,845,650,200,800,0.970865823194022,1.25650067396567,0.920357425290261,0.803151716265759,0.950831173929923,1613
1,1,1994,4,2,2,,,,,,,,,,,1,1,1,1,2,1,0,1,0,0,0,2,1,1,2,3,2,1,1,22,3,1,3,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22,4,5,8,3,1,7,6,3,9,3,0,1,3,7,2,1,6,2,1,7,7,2,6,2,0,0,5,2,3,2,2,,,22,3,1,,3,22,3,22,,22,,22,13,13,27,,,22,15,27,3,,9,22,,11,11,11,11,11,11,11,7,7,8,8,9,8,10,4,2,1,3,4,4,3,3,3,3,2,3,3,3,,2,3,1,2,5,4,4,3,,4,2,,3,3,,5,5,5,4,2,2,5,4,4,3,2,4,1,1,1,2,,5,,1,2,2,5,5,5,5,4,5,4,2,4,3,5,3,5,2,4,3,4,3,5,4,2,3,3,5,4,5,,2,2,2,2,1,5,1,2,1,1,4,1,3,3,4,2,4,1,4,3,2,3,5,5,3,2,0,,,,,,,,,,,,,,,,,,,,7,4,5,8,9,2,9,6,6,7,6,0,2,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,0,0,0,1,,,,,,2,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,175,,22,1,3,13,19,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,2,,,3,8,1,10,2,,,,1,1,1,1,,,,,22,"09:49:39","10:58:44","CAWI","2022-11-06","2022-11-06",69.0833333333333,1,101,"København",28,1,6,1,22,2,,2,4,,4,132,,132,200,650,845,3,1.06048321399869,1.25650067396567,0.887616550024883,0.670769334876023,1.02200740748058,2188
1,2,1994,3,3,2,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,2,1,2,2,4,2,0,,28,3,2,,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,5,6,4,0,7,1,1,1,2,1,9,9,8,1,6,5,4,2,7,2,1,2,2,1,8,8,4,3,3,4,1,28,,,3,1,28,28,28,28,28,28,,28,29,1,28,,28,28,28,28,30,9,29,28,28,28,8,8,5,8,8,8,8,6,6,9,3,3,5,6,2,1,2,2,5,5,2,1,5,3,2,4,,4,,2,4,2,1,1,1,3,4,5,5,5,3,5,1,3,2,5,2,4,3,5,,2,2,5,2,4,5,2,4,4,4,5,3,1,1,1,1,3,3,4,2,2,1,5,4,2,4,1,5,4,4,5,4,3,5,5,3,1,3,3,4,5,4,2,,2,2,2,2,3,2,2,1,3,4,1,1,3,4,2,3,4,1,1,5,4,3,4,2,1,1,1,1,3,1,1,3,3,1,3,1,3,3,1,3,3,1,3,3,1,4,5,6,10,3,9,7,8,6,7,0,1,1,5,2,4,2,1,4,3,2,1,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,2,3,1,1,3,2,2,1,1,1,4,4,0,,,,,,,,,,,,,,1,3,5,3,3,2,4,1,1,5,4,5,3,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,,22,1,5,7,,7,1,4,3,2,1,2,2,1,3,1,2,5,1,3,,,,3,5,1,10,1,15,,1,1,1,1,3,,,,,28,"22:12:13","22:36:58","CAWI","2023-01-03","2023-01-03",24.75,1,101,"København",28,2,6,1,28,2,,2,3,,3,132,,132,845,670,600,640,0.790654410135257,1.06008013556985,0.837480485582404,0.670769334876023,0.846962022485199,2450
1,2,1994,4,3,2,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1,1,2,3,5,3,1,1,29,2,2,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,8,9,9,0,0,0,0,0,3,0,0,0,0,0,7,9,5,5,5,5,2,,,17,3,1,28,28,28,30,28,28,28,28,29,1,28,,29,28,28,,,,28,28,28,28,5,5,1,10,10,10,10,10,10,10,1,3,0,4,2,1,2,2,5,5,1,1,5,4,3,,,4,,,,2,2,1,5,4,5,5,5,5,5,5,1,3,,5,1,,5,5,1,1,3,5,1,3,5,3,2,4,4,5,5,2,1,1,2,1,,4,1,3,3,2,3,3,4,1,5,5,1,1,2,4,3,2,1,2,3,1,3,5,5,3,4,3,3,1,3,3,3,2,1,,3,1,1,3,2,4,3,4,1,1,5,3,1,5,1,0,,,,,,,,,,,,,,,,,,,,0,8,9,10,10,5,10,10,10,10,10,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,1,1,1,1,3,1,1,1,1,1,5,5,1,1,5,5,5,5,3,5,5,5,5,5,1,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,0,1,,,5,5,4,1,,,1,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,175,1,22,1,15,1,3,4,1,2,3,4,5,4,4,3,1,2,,,3,4,1,1,1,,5,3,,1,19,1,1,5,,,,1,1,1,3,17,"15:44:38","16:18:28","CAWI","2022-11-15","2022-11-15",33.8333333333333,1,101,"København",28,2,2,1,29,7,3,3,10,4,4,31,133,133,845,614,561,660,0.930171390140328,1.06008013556985,0.868372027785929,0.803151716265759,0.892438561025293,2548
1,2,1994,3,4,2,,,,,,,,,,,1,1,1,2,,0,1,1,0,0,0,3,1,1,1,0,0,1,1,29,1,1,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,7,6,3,0,8,2,1,0,1,0,7,8,8,3,7,,4,4,7,3,5,3,5,0,5,6,2,3,3,3,2,,,31,3,1,,30,30,29,,,,,29,,6,,29,30,30,22,,9,,29,30,29,7,6,4,5,7,6,5,3,6,3,1,1,1,6,2,1,4,3,5,5,2,2,,3,4,,,4,5,3,,2,,2,2,3,4,5,5,5,2,3,,4,7,4,2,3,2,3,,3,4,5,3,3,4,3,3,5,4,5,5,2,2,2,2,3,3,5,1,1,2,2,3,,,1,5,1,1,2,2,3,2,2,4,2,2,2,,,5,3,3,2,2,,,,2,2,,5,2,3,2,3,2,1,3,5,1,2,4,5,4,3,1,0,,,,,,,,,,,,,,,,,,,,2,4,3,7,8,3,7,6,8,6,10,1,1,0,,,,,,,,,,,,,,1,4,,,1,,4,1,,,,2,4,3,0,,,,,,,,,,,,,,1,5,,,2,1,5,3,,1,2,1,5,5,1,2,,,,,,,,,,,,,1,3,,,,4,3,,,4,,5,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,175,,,1,8,2,2,4,1,1,5,4,5,2,4,2,5,3,2,,3,3,1,1,3,,6,3,,1,9,,1,5,,,,2,,,,29,"15:16:57","16:09:01","CAWI","2022-11-02","2022-11-02",52.0666666666667,1,101,"København",28,2,2,1,29,7,,7,10,,10,31,,31,671,650,3,9,0.930171390140328,1.06008013556985,0.868372027785929,0.803151716265759,0.892438561025293,2597
1,1,1994,3,4,2,,,,,,,,,,,1,1,1,3,,1,0,0,0,0,0,4,2,,,0,0,0,,33,3,1,5,,2,,,,,,,,,,,,,,,,,2,0,2,5,0,0,7,5,0,0,0,6,9,4,7,0,0,5,0,2,6,5,8,0,0,0,0,5,5,2,3,2,,,29,3,2,29,9,9,22,9,27,13,15,29,15,6,6,6,3,6,6,4,6,15,,2,1,8,6,4,0,7,7,2,3,2,4,5,4,1,2,3,2,2,2,4,3,5,4,3,2,3,3,3,4,5,4,4,2,2,2,3,5,5,,,,,,,4,5,4,5,2,2,2,3,5,,,3,4,3,2,3,2,4,5,3,2,4,3,2,2,2,2,2,3,5,,5,3,1,2,3,3,2,4,5,2,3,3,4,3,3,3,4,,4,4,3,3,4,5,4,3,4,,,6,5,3,4,3,2,4,2,3,4,4,5,5,4,5,5,1,,,,3,3,2,2,3,,,,3,3,,2,2,3,3,3,2,2,3,2,3,4,4,2,2,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,3,4,4,5,3,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,77,22,28,,,10,9,,7,4,4,2,4,3,3,4,3,3,3,4,3,2,2,,,,5,2,,2,,,,11,,,,1,1,6,2,9,"14:41:41","15:01:46","CAWI","2023-01-25","2023-01-25",20.0833333333333,1,101,"København",28,1,2,1,99,6,4,4,9,6,6,2,134,134,100,845,3,9,0.795975033520789,1.25650067396567,0.920357425290261,0.803151716265759,1.0000000620276,2701
1,2,1995,3,4,2,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,6,6,1,1,1,3,1,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,2,0,6,0,3,0,3,0,5,6,7,3,7,2,2,0,5,5,5,0,4,0,5,7,3,3,3,3,2,,,1,2,1,2,1,1,1,1,1,1,1,29,1,6,1,6,6,1,1,22,3,6,9,1,2,7,6,7,7,6,8,7,5,5,7,2,5,2,5,2,1,2,3,5,5,1,1,5,3,2,5,3,4,4,2,2,2,2,3,1,3,3,5,5,3,3,4,4,5,4,4,3,2,3,4,3,3,4,5,2,4,4,1,3,4,5,2,5,1,1,1,2,5,5,5,2,3,1,3,2,3,3,1,5,5,5,5,3,2,5,5,1,2,5,5,4,4,5,1,2,1,1,1,1,1,1,2,1,3,2,2,1,5,4,1,5,5,4,1,4,5,2,4,1,0,,,,,,,,,,,,,,,,,,,,4,4,6,8,10,2,10,6,7,6,10,0,0,1,4,2,4,1,1,5,3,3,1,2,1,5,5,0,,,,,,,,,,,,,,1,4,4,4,2,1,4,2,2,1,2,1,5,5,0,,,,,,,,,,,,,,1,2,2,3,5,5,1,5,4,4,3,5,1,1,1,3,3,1,4,4,3,,,5,4,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,3,8,8,7,1,4,3,2,1,3,2,2,2,2,3,5,2,4,1,2,2,,5,1,10,1,14,,1,1,1,1,3,,,,,1,"21:30:57","22:04:49","CAWI","2022-12-05","2022-12-05",33.8666666666667,1,101,"København",27,2,6,1,1,3,,3,4,,4,132,,132,845,200,650,530,1.02313484149595,1.06008013556985,0.837480485582404,0.670769334876023,1.0302575976287,674
